frame,exercise_type,form_label,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
0,squat,1,0.6761077046394348,0.2818450629711151,-0.6364599466323853,0.9998828172683716,0.6902320384979248,0.27133047580718994,-0.6018412709236145,0.999794065952301,0.6976906061172485,0.2708854377269745,-0.6018952131271362,0.9997918009757996,0.7034868001937866,0.2705894112586975,-0.6020536422729492,0.999783456325531,0.6635443568229675,0.27087295055389404,-0.6000044345855713,0.9997244477272034,0.6539797782897949,0.2699044346809387,-0.6000722646713257,0.9996933937072754,0.6443336009979248,0.2689967155456543,-0.6001065373420715,0.9997013211250305,0.7154781222343445,0.272277295589447,-0.3348102271556854,0.999755322933197,0.632503867149353,0.2703202962875366,-0.3231250047683716,0.9996448755264282,0.6911082863807678,0.29183071851730347,-0.5287371873855591,0.9998869895935059,0.6593894362449646,0.2913488447666168,-0.5264905095100403,0.9998658895492554,0.7662454843521118,0.31896764039993286,-0.17711952328681946,0.9998764991760254,0.5711647272109985,0.3193677067756653,-0.15263128280639648,0.99944669008255,0.8173813819885254,0.3859420716762543,-0.5021796822547913,0.9927400946617126,0.5085657238960266,0.38497138023376465,-0.4787684679031372,0.9808636903762817,0.7126727104187012,0.32371288537979126,-0.939408004283905,0.9880822896957397,0.6096911430358887,0.32507818937301636,-0.9509023427963257,0.9611229300498962,0.6872067451477051,0.3069276213645935,-1.0333584547042847,0.9610692262649536,0.642395555973053,0.3072192966938019,-1.0549238920211792,0.8931019902229309,0.6884670853614807,0.30401208996772766,-0.9953092932701111,0.956277072429657,0.6444842219352722,0.30319666862487793,-1.0141973495483398,0.8777207732200623,0.6914348602294922,0.3104588985443115,-0.9322924613952637,0.9295545816421509,0.6385307908058167,0.3115665912628174,-0.9452430009841919,0.8296611309051514,0.713020920753479,0.45189207792282104,-0.015389236621558666,0.9991625547409058,0.5922964811325073,0.4493577778339386,0.015377799049019814,0.9988090991973877,0.7449494004249573,0.5567561388015747,-0.19395796954631805,0.9966179728507996,0.5480673313140869,0.5498749017715454,-0.18878620862960815,0.9954551458358765,0.7302273511886597,0.6505492925643921,0.2621435821056366,0.9943782687187195,0.5460166931152344,0.6477839350700378,0.22524592280387878,0.99365234375,0.7203386425971985,0.660984218120575,0.2921281158924103,0.8782650232315063,0.5576804876327515,0.6567106246948242,0.2523941993713379,0.8926228284835815,0.7359209060668945,0.6862238049507141,-0.023372478783130646,0.9871292114257812,0.5420212745666504,0.6867268681526184,-0.0571419931948185,0.985858142375946
1,squat,1,0.6768479943275452,0.28944745659828186,-0.8982187509536743,0.9998875260353088,0.6910682320594788,0.27953922748565674,-0.8650630712509155,0.9998021125793457,0.6988182067871094,0.27934354543685913,-0.8650646805763245,0.9997989535331726,0.7059717774391174,0.2789765000343323,-0.8652481436729431,0.99979168176651,0.6644343733787537,0.2786807715892792,-0.8632526397705078,0.9997386336326599,0.6549056768417358,0.2778407633304596,-0.8633727431297302,0.9997093677520752,0.6455258131027222,0.2770580053329468,-0.8634676337242126,0.9997184872627258,0.7190321683883667,0.27928510308265686,-0.5869283080101013,0.9997591376304626,0.6327307224273682,0.2762487232685089,-0.5750202536582947,0.9996665120124817,0.6914408206939697,0.29939591884613037,-0.7853603959083557,0.9998881220817566,0.6601955890655518,0.2993611991405487,-0.782747209072113,0.9998711347579956,0.7666614055633545,0.3228747546672821,-0.4080582559108734,0.9998531341552734,0.5706436038017273,0.32258230447769165,-0.38812950253486633,0.9994680285453796,0.8189387917518616,0.3915001153945923,-0.7725222706794739,0.9925300478935242,0.504902720451355,0.3908690810203552,-0.7490063309669495,0.9817587733268738,0.7100950479507446,0.33038559556007385,-1.2090723514556885,0.9865947961807251,0.6114298701286316,0.32963135838508606,-1.2034004926681519,0.9608311057090759,0.6869514584541321,0.31566542387008667,-1.3054816722869873,0.9563806653022766,0.6426128149032593,0.31302985548973083,-1.3073351383209229,0.8907229900360107,0.6872321963310242,0.31329575181007385,-1.2623236179351807,0.9509121179580688,0.6445773243904114,0.3099585771560669,-1.2611202001571655,0.8741662502288818,0.6892852187156677,0.31764084100723267,-1.2017239332199097,0.9209584593772888,0.6393579244613647,0.3163113296031952,-1.1955156326293945,0.8238601088523865,0.7133550047874451,0.4543803036212921,-0.011196855455636978,0.9991195201873779,0.5923017859458923,0.4516153633594513,0.011158531531691551,0.9988185167312622,0.7450375556945801,0.5569218993186951,-0.1968597024679184,0.9963701367378235,0.5480256080627441,0.5498778820037842,-0.2628173232078552,0.9954136610031128,0.7295922636985779,0.6521916389465332,0.24338431656360626,0.994072675704956,0.5460808873176575,0.6475062966346741,0.17994636297225952,0.9935511350631714,0.7158455848693848,0.6637593507766724,0.26973265409469604,0.8792248964309692,0.5591307878494263,0.6567110419273376,0.20899777114391327,0.8921360373497009,0.7366065979003906,0.686445951461792,-0.051015593111515045,0.9866852164268494,0.5436931252479553,0.6858569383621216,-0.10768231004476547,0.9858831167221069
2,squat,1,0.6776213049888611,0.293480783700943,-0.941864013671875,0.9998958110809326,0.6917663216590881,0.2840316593647003,-0.9060341119766235,0.9998166561126709,0.6996862888336182,0.2839727997779846,-0.9060263633728027,0.9998133182525635,0.7074972987174988,0.2836971580982208,-0.9062075018882751,0.9998069405555725,0.6651803255081177,0.2831411063671112,-0.9058305621147156,0.9997592568397522,0.6555114388465881,0.28246062994003296,-0.9059637784957886,0.9997323751449585,0.6462720632553101,0.28187432885169983,-0.906040370464325,0.99974125623703,0.7204057574272156,0.28413480520248413,-0.6188985109329224,0.9997753500938416,0.6327999830245972,0.28146785497665405,-0.6143633723258972,0.9996939301490784,0.691737949848175,0.3036288917064667,-0.8262070417404175,0.9998946189880371,0.6605633497238159,0.30379989743232727,-0.8257059454917908,0.9998799562454224,0.7667168974876404,0.32758983969688416,-0.4423089623451233,0.9998388290405273,0.5695072412490845,0.32716551423072815,-0.4258876144886017,0.999491274356842,0.8210047483444214,0.39532431960105896,-0.8270304203033447,0.992569088935852,0.5040503144264221,0.3944737911224365,-0.8075239658355713,0.9826004505157471,0.709100067615509,0.33553504943847656,-1.2755804061889648,0.9855032563209534,0.6149288415908813,0.33385759592056274,-1.2719707489013672,0.9605945348739624,0.6869751811027527,0.3212675452232361,-1.3748177289962769,0.9525207281112671,0.6446030735969543,0.31812191009521484,-1.377370834350586,0.8885632753372192,0.6867650151252747,0.318885862827301,-1.3289384841918945,0.9464504718780518,0.6457489728927612,0.3151554465293884,-1.330552577972412,0.8708178997039795,0.6882817149162292,0.323077917098999,-1.2677127122879028,0.9135412573814392,0.6414279937744141,0.32104671001434326,-1.2642377614974976,0.8180645108222961,0.7136538028717041,0.4568743407726288,-0.010637687519192696,0.9990823268890381,0.5924042463302612,0.45443835854530334,0.010593323968350887,0.9988371133804321,0.7450387477874756,0.5578107237815857,-0.23921369016170502,0.9962173104286194,0.547923743724823,0.5504872798919678,-0.308921754360199,0.9954091906547546,0.7295840382575989,0.6522206664085388,0.20227304100990295,0.9938745498657227,0.5459603667259216,0.6481523513793945,0.13510242104530334,0.9935934543609619,0.7149019837379456,0.6637223362922668,0.2281980663537979,0.882125198841095,0.5600225925445557,0.6592621803283691,0.1633804589509964,0.8938432335853577,0.7372246980667114,0.6865479350090027,-0.09663009643554688,0.986474871635437,0.5432035326957703,0.685391902923584,-0.161332368850708,0.9860970973968506
3,squat,1,0.6780720949172974,0.29782068729400635,-0.9540910124778748,0.9999027848243713,0.6921956539154053,0.28850245475769043,-0.9166178107261658,0.9998283982276917,0.7001667022705078,0.2884746491909027,-0.9166135191917419,0.9998250007629395,0.7081606984138489,0.2882496416568756,-0.9168000817298889,0.9998190402984619,0.6656106114387512,0.2876355051994324,-0.9176284074783325,0.9997765421867371,0.6557154059410095,0.2868952751159668,-0.9177858233451843,0.9997521638870239,0.6465423107147217,0.2863266170024872,-0.9178541898727417,0.999760627746582,0.7207320332527161,0.28902411460876465,-0.6284716725349426,0.9997884631156921,0.6328020095825195,0.2864791452884674,-0.629910409450531,0.9997174143791199,0.6917557716369629,0.3080274164676666,-0.8390145301818848,0.9998995065689087,0.6607118248939514,0.3082271218299866,-0.8402271270751953,0.9998869299888611,0.766161322593689,0.33383849263191223,-0.45910048484802246,0.9998213052749634,0.5683364272117615,0.3334062993526459,-0.4384298324584961,0.9995088577270508,0.8232179880142212,0.39890918135643005,-0.8563708662986755,0.9925840497016907,0.5023025870323181,0.3988271951675415,-0.8259281516075134,0.9832248091697693,0.7074127793312073,0.34097832441329956,-1.3181320428848267,0.9840761423110962,0.6151900887489319,0.33862483501434326,-1.2996042966842651,0.9600692987442017,0.6861264109611511,0.3271901309490204,-1.4193434715270996,0.9477102160453796,0.6445860862731934,0.32315099239349365,-1.4049354791641235,0.8862705230712891,0.6842406392097473,0.3246598243713379,-1.3704661130905151,0.9409025311470032,0.6457306742668152,0.3207225501537323,-1.3583704233169556,0.8673880100250244,0.6859837174415588,0.328865110874176,-1.3092840909957886,0.9041343927383423,0.6413986086845398,0.32670196890830994,-1.2919859886169434,0.8114017844200134,0.7139405012130737,0.4598690867424011,-0.010624317452311516,0.9990302324295044,0.5927687883377075,0.45802557468414307,0.010578646324574947,0.9988383054733276,0.7450062036514282,0.5581281185150146,-0.3484181761741638,0.9958279132843018,0.547369658946991,0.5517899990081787,-0.4019695520401001,0.9951227307319641,0.7296664118766785,0.6526708006858826,0.06971108168363571,0.993329644203186,0.5454796552658081,0.6503310799598694,0.0265747532248497,0.993374228477478,0.7150444984436035,0.6643441915512085,0.09229888021945953,0.8829969763755798,0.5599836111068726,0.6626901626586914,0.05180969461798668,0.893520712852478,0.7366570830345154,0.6863158941268921,-0.24389418959617615,0.9857362508773804,0.542064905166626,0.6850854754447937,-0.2825264036655426,0.9858233332633972
4,squat,1,0.6778186559677124,0.30578598380088806,-1.0066783428192139,0.9999093413352966,0.6920984983444214,0.2962596118450165,-0.9689567685127258,0.9998390078544617,0.7000777125358582,0.2960599958896637,-0.9689438939094543,0.9998351335525513,0.7081146240234375,0.2959119379520416,-0.9691340923309326,0.9998293519020081,0.6654490828514099,0.2958564758300781,-0.9692912697792053,0.9997923374176025,0.6555144786834717,0.2952521741390228,-0.9694641828536987,0.9997700452804565,0.6463173031806946,0.2947510778903961,-0.9695413112640381,0.999778151512146,0.7206590175628662,0.2973744869232178,-0.6786771416664124,0.9997987747192383,0.6322753429412842,0.2951977252960205,-0.6786293983459473,0.9997391104698181,0.6909390091896057,0.3161327838897705,-0.8911897540092468,0.9999039173126221,0.6603168845176697,0.3165602385997772,-0.8918508887290955,0.9998936057090759,0.7648937702178955,0.3409043252468109,-0.5014879107475281,0.9998090267181396,0.5682739019393921,0.34010806679725647,-0.4887360632419586,0.9995340704917908,0.8256239295005798,0.4041815996170044,-0.9196099638938904,0.9926289319992065,0.5009181499481201,0.4042151868343353,-0.9016392230987549,0.9840192794799805,0.707503080368042,0.34661954641342163,-1.3843275308609009,0.9833406805992126,0.615575909614563,0.3457146883010864,-1.3722829818725586,0.9610963463783264,0.6860201954841614,0.332520455121994,-1.4849575757980347,0.9449076056480408,0.6453208327293396,0.3292233943939209,-1.4765183925628662,0.8880513310432434,0.6834662556648254,0.33024537563323975,-1.4296129941940308,0.9374333620071411,0.6460511088371277,0.3270723819732666,-1.4241554737091064,0.8685572147369385,0.6852731704711914,0.3350602388381958,-1.3729684352874756,0.8976202011108398,0.6413869261741638,0.3340938091278076,-1.362066626548767,0.8105177283287048,0.7140050530433655,0.4646237790584564,-0.007818063721060753,0.9990332126617432,0.593174397945404,0.4619618356227875,0.0077522448264062405,0.9988766312599182,0.7453267574310303,0.559660017490387,-0.41430389881134033,0.9949521422386169,0.547217071056366,0.5521380305290222,-0.4779849648475647,0.9945083856582642,0.72967129945755,0.6539188623428345,0.010729169473052025,0.9922335743904114,0.545543909072876,0.6511717438697815,-0.023712238296866417,0.9930173754692078,0.7137868404388428,0.6674983501434326,0.033912524580955505,0.883145809173584,0.561252772808075,0.6637281179428101,0.0036331573501229286,0.8928016424179077,0.7421987652778625,0.6869141459465027,-0.29907065629959106,0.9843393564224243,0.5405114889144897,0.6849701404571533,-0.32941675186157227,0.9853008389472961
5,squat,1,0.6755249500274658,0.3109506368637085,-0.996911883354187,0.9999155402183533,0.6907970309257507,0.301329642534256,-0.9616271257400513,0.9998490214347839,0.6989426016807556,0.30127692222595215,-0.9616100192070007,0.9998448491096497,0.7071906328201294,0.301265150308609,-0.9617952704429626,0.9998389482498169,0.663628339767456,0.3005712032318115,-0.9597452878952026,0.9998071789741516,0.65369713306427,0.2998868227005005,-0.959904670715332,0.999786913394928,0.6444957256317139,0.2993185818195343,-0.9599787592887878,0.9997943639755249,0.7203032970428467,0.30300188064575195,-0.6798803806304932,0.9998090863227844,0.6309751272201538,0.2994943857192993,-0.6696082353591919,0.9997597336769104,0.688608705997467,0.32160428166389465,-0.8842918872833252,0.999908447265625,0.6577669978141785,0.32176047563552856,-0.8820134401321411,0.9999002814292908,0.7633631825447083,0.34546852111816406,-0.505621612071991,0.9998014569282532,0.5680059194564819,0.3441959619522095,-0.4801567792892456,0.9995607137680054,0.8258535861968994,0.4075894355773926,-0.9224540591239929,0.9926583170890808,0.4997134506702423,0.40831971168518066,-0.8875142335891724,0.9847118854522705,0.7073830962181091,0.34935909509658813,-1.3786982297897339,0.9827264547348022,0.6155500411987305,0.35018056631088257,-1.3629295825958252,0.9621084928512573,0.6855179667472839,0.336033433675766,-1.4786089658737183,0.9428801536560059,0.6453603506088257,0.3331066966056824,-1.4671127796173096,0.8901711106300354,0.6822638511657715,0.33364447951316833,-1.4246137142181396,0.9347938895225525,0.6460813879966736,0.3311663568019867,-1.4157633781433105,0.8702015280723572,0.6844832301139832,0.33836764097213745,-1.3677374124526978,0.8923794031143188,0.6410746574401855,0.3390035033226013,-1.3534072637557983,0.8105775117874146,0.7141404151916504,0.46848294138908386,-0.007811438757926226,0.9990497827529907,0.5933347940444946,0.4660416543483734,0.007745610550045967,0.9989187717437744,0.7454628944396973,0.5616676807403564,-0.39787939190864563,0.9944370985031128,0.5462759733200073,0.5537475347518921,-0.44625774025917053,0.9942229390144348,0.7294461131095886,0.6551057696342468,0.031104255467653275,0.9916450381278992,0.5457106828689575,0.6515102386474609,0.009423029609024525,0.9929078817367554,0.7128100395202637,0.6693131327629089,0.0546124204993248,0.8848487138748169,0.5624502897262573,0.6640284061431885,0.037246011197566986,0.8941459059715271,0.7437753677368164,0.6874547600746155,-0.27286943793296814,0.983612596988678,0.5383039712905884,0.6849775910377502,-0.28474000096321106,0.9852192997932434
6,squat,1,0.674730658531189,0.3148651719093323,-1.020695447921753,0.9999207854270935,0.6902132034301758,0.3051622807979584,-0.9831092357635498,0.9998569488525391,0.6983993053436279,0.30492573976516724,-0.9830939173698425,0.9998524188995361,0.7065837383270264,0.30470994114875793,-0.9832810163497925,0.9998461604118347,0.662837028503418,0.30474933981895447,-0.9816654920578003,0.9998196959495544,0.6529301404953003,0.30410900712013245,-0.9818408489227295,0.9998014569282532,0.6437335014343262,0.30359452962875366,-0.9819228053092957,0.9998083710670471,0.7196695804595947,0.30538085103034973,-0.6969324946403503,0.9998168349266052,0.6303791403770447,0.30325847864151,-0.6885903477668762,0.9997776746749878,0.6878843307495117,0.3249475955963135,-0.907024621963501,0.9999121427536011,0.6571543216705322,0.3255183696746826,-0.905365526676178,0.9999060034751892,0.7628718614578247,0.3498247563838959,-0.5264297127723694,0.999788761138916,0.5672217011451721,0.34744858741760254,-0.5008419752120972,0.9995837211608887,0.8264071345329285,0.4105761647224426,-0.9509657025337219,0.9925958514213562,0.49965500831604004,0.41109639406204224,-0.9193459749221802,0.9853304624557495,0.7059218883514404,0.3515765070915222,-1.3961125612258911,0.9815354347229004,0.6190105080604553,0.3520279824733734,-1.3789526224136353,0.9625077843666077,0.6847683787345886,0.33816102147102356,-1.494133472442627,0.9390592575073242,0.6492873430252075,0.3351319432258606,-1.4818313121795654,0.8899876475334167,0.6812737584114075,0.33645594120025635,-1.434930443763733,0.9299013614654541,0.6481441259384155,0.33282938599586487,-1.4244717359542847,0.8686870336532593,0.6833212375640869,0.3410700857639313,-1.3829013109207153,0.883545994758606,0.6433218717575073,0.33973488211631775,-1.3667150735855103,0.8058927059173584,0.7141311168670654,0.46986913681030273,-0.007896380499005318,0.999068021774292,0.5934033393859863,0.4674612879753113,0.007837659679353237,0.9989603757858276,0.7455729246139526,0.5620421171188354,-0.4639996290206909,0.9937626719474792,0.5457145571708679,0.554063081741333,-0.5221359729766846,0.9937691688537598,0.7290594577789307,0.6553399562835693,-0.017227625474333763,0.9907386302947998,0.5457587242126465,0.6519602537155151,-0.045825228095054626,0.9927089810371399,0.7122840285301208,0.6689877510070801,0.00767978560179472,0.8841660022735596,0.5624008774757385,0.6644623875617981,-0.01646617241203785,0.8943816423416138,0.7435603737831116,0.6878283619880676,-0.33024007081985474,0.9825730323791504,0.5382578372955322,0.6849839687347412,-0.3504282236099243,0.9849605560302734
7,squat,1,0.6742347478866577,0.3190377950668335,-1.004499912261963,0.9999251961708069,0.6897200345993042,0.3093533217906952,-0.9668087959289551,0.9998632669448853,0.6979207992553711,0.3091255724430084,-0.9667874574661255,0.9998584985733032,0.7059903740882874,0.3089202642440796,-0.9669734835624695,0.9998517632484436,0.6623175144195557,0.3088420629501343,-0.9654294848442078,0.9998297691345215,0.6524106860160828,0.30819159746170044,-0.9656028747558594,0.9998134970664978,0.6431916952133179,0.3076859414577484,-0.9656874537467957,0.9998198747634888,0.7187796235084534,0.30929863452911377,-0.6837312579154968,0.9998229742050171,0.6297755241394043,0.30718058347702026,-0.675701916217804,0.9997926354408264,0.6873020529747009,0.32913267612457275,-0.8922896385192871,0.9999151229858398,0.6566604375839233,0.32950615882873535,-0.8907256722450256,0.9999107122421265,0.7622283101081848,0.35345280170440674,-0.5187918543815613,0.9997785687446594,0.5662047266960144,0.3509505093097687,-0.494859904050827,0.9996011257171631,0.8265125155448914,0.41344282031059265,-0.9421437978744507,0.9925134778022766,0.4992256760597229,0.4140096604824066,-0.9182729125022888,0.985821545124054,0.7058431506156921,0.35466939210891724,-1.3824234008789062,0.9804632067680359,0.6200955510139465,0.3548141419887543,-1.3740986585617065,0.9624717831611633,0.6847053170204163,0.3408982455730438,-1.4787540435791016,0.9356120228767395,0.6503466367721558,0.3374142646789551,-1.475466251373291,0.8887944221496582,0.6809379458427429,0.3394246995449066,-1.418540120124817,0.9254897832870483,0.6487951278686523,0.33529165387153625,-1.4168591499328613,0.8660423755645752,0.6828052401542664,0.34406957030296326,-1.3686507940292358,0.8754308819770813,0.644067108631134,0.3423381447792053,-1.361376166343689,0.7997989058494568,0.7139921188354492,0.4722297489643097,-0.007730669341981411,0.9990924000740051,0.593406617641449,0.4705657362937927,0.007678262423723936,0.9989994168281555,0.7461548447608948,0.5623471736907959,-0.5030791759490967,0.9933431148529053,0.544791579246521,0.5540621876716614,-0.5442498326301575,0.9934550523757935,0.7289676070213318,0.6552367210388184,-0.03558960556983948,0.9901387095451355,0.5457517504692078,0.6518134474754333,-0.05540083348751068,0.9925933480262756,0.7121286988258362,0.6686011552810669,-0.008136645890772343,0.8843746781349182,0.5623651742935181,0.6638815999031067,-0.024535099044442177,0.8949888944625854,0.743418276309967,0.6881486773490906,-0.3436475694179535,0.9819343686103821,0.5382750630378723,0.6849932670593262,-0.35526683926582336,0.9848458766937256
8,squat,1,0.6742382049560547,0.3219321668148041,-0.985957145690918,0.9999284744262695,0.6896054744720459,0.31216081976890564,-0.9481203556060791,0.9998676180839539,0.6977851986885071,0.31192031502723694,-0.9481003880500793,0.9998626112937927,0.7057939171791077,0.31173834204673767,-0.9482795596122742,0.9998549818992615,0.6622579097747803,0.3117838501930237,-0.9462862610816956,0.9998374581336975,0.6523938775062561,0.3111828863620758,-0.9464632868766785,0.9998230934143066,0.6431686282157898,0.3107064664363861,-0.9465459585189819,0.9998288750648499,0.718380331993103,0.3122479021549225,-0.6698153614997864,0.9998266100883484,0.6296942830085754,0.3101169466972351,-0.6595964431762695,0.9998043179512024,0.6873387694358826,0.33204299211502075,-0.8760181069374084,0.9999169707298279,0.6566937565803528,0.33231601119041443,-0.8738220930099487,0.999914288520813,0.7621321678161621,0.3567766845226288,-0.5124949216842651,0.9997660517692566,0.5655114650726318,0.35465797781944275,-0.48440852761268616,0.9996148943901062,0.8264572620391846,0.41641971468925476,-0.9306920170783997,0.9924774169921875,0.4986763596534729,0.41751939058303833,-0.9116533398628235,0.9862164855003357,0.7058785557746887,0.3577266335487366,-1.3589369058609009,0.9798914194107056,0.6202453970909119,0.35788479447364807,-1.3655798435211182,0.9625371098518372,0.6846824884414673,0.34387755393981934,-1.4534584283828735,0.9336588382720947,0.6506091356277466,0.3399707078933716,-1.4664503335952759,0.88776034116745,0.6808658838272095,0.3425973057746887,-1.3929593563079834,0.9227690696716309,0.6490010619163513,0.33781468868255615,-1.4064279794692993,0.8636026382446289,0.6824727654457092,0.3471333682537079,-1.3446308374404907,0.8699327111244202,0.6442760825157166,0.3450908064842224,-1.352217435836792,0.7942379713058472,0.7138981223106384,0.4745393395423889,-0.007728466764092445,0.9991183876991272,0.5933376550674438,0.4733104109764099,0.007681103888899088,0.9990391731262207,0.7473453879356384,0.5622786283493042,-0.5415711998939514,0.9930259585380554,0.5443706512451172,0.5538230538368225,-0.5784139037132263,0.9930740594863892,0.7292227745056152,0.6551610827445984,-0.0928867980837822,0.989581823348999,0.5457356572151184,0.6511304974555969,-0.10601234436035156,0.9924873113632202,0.7125032544136047,0.6683779954910278,-0.06748066842556,0.8835670351982117,0.5623486638069153,0.6637039184570312,-0.07690098881721497,0.8956471085548401,0.7429847121238708,0.6881426572799683,-0.40840187668800354,0.9813715815544128,0.5378202795982361,0.6849992275238037,-0.41311267018318176,0.9847742915153503
9,squat,1,0.6731925010681152,0.3297901451587677,-0.9752563834190369,0.9999309778213501,0.6885889768600464,0.31941866874694824,-0.9402535557746887,0.9998700022697449,0.696946918964386,0.31918734312057495,-0.9402117729187012,0.9998645782470703,0.7050836086273193,0.31901392340660095,-0.9404014348983765,0.9998558163642883,0.660403847694397,0.318927139043808,-0.9365527033805847,0.9998429417610168,0.6501609683036804,0.31828466057777405,-0.9367402791976929,0.999830424785614,0.6408418416976929,0.31777358055114746,-0.9368283748626709,0.999835729598999,0.7182372212409973,0.3199009299278259,-0.6730139851570129,0.9998279809951782,0.6276378631591797,0.3176879286766052,-0.6539003849029541,0.9998143315315247,0.6867698431015015,0.340178519487381,-0.8690470457077026,0.9999181628227234,0.6552157402038574,0.3404063582420349,-0.8643442392349243,0.9999167919158936,0.7619812488555908,0.3638211488723755,-0.512136697769165,0.999750554561615,0.5654233694076538,0.3603862226009369,-0.48679402470588684,0.999631404876709,0.8263949155807495,0.4225614070892334,-0.930128812789917,0.9922583103179932,0.4988633692264557,0.42099520564079285,-0.9186308979988098,0.9864534139633179,0.7087226510047913,0.3644396662712097,-1.3508456945419312,0.9780860543251038,0.6208288073539734,0.3624761700630188,-1.3628699779510498,0.961840808391571,0.6883078217506409,0.3502601981163025,-1.4409483671188354,0.9283723831176758,0.6507970094680786,0.3453488051891327,-1.4600293636322021,0.8851631283760071,0.6843957304954529,0.3485584259033203,-1.3781020641326904,0.9160248041152954,0.6493293642997742,0.3438807725906372,-1.3982160091400146,0.8592711687088013,0.685411810874939,0.35356682538986206,-1.33529531955719,0.8588430881500244,0.6447077989578247,0.35111573338508606,-1.348833441734314,0.7863803505897522,0.7134191989898682,0.4781720042228699,-0.007359602022916079,0.9991326332092285,0.5933024883270264,0.47659122943878174,0.00730145676061511,0.9990718364715576,0.7494358420372009,0.5633272528648376,-0.5790832042694092,0.9926111102104187,0.5410345792770386,0.5549246668815613,-0.5997830033302307,0.9928112030029297,0.7292197942733765,0.6548265218734741,-0.11069285124540329,0.9888254404067993,0.5459912419319153,0.6510303020477295,-0.12255927175283432,0.9923692345619202,0.7125604152679443,0.6677039861679077,-0.08232574909925461,0.8823318481445312,0.563084602355957,0.663507342338562,-0.09258290380239487,0.8960369825363159,0.7428893446922302,0.6878018975257874,-0.40725821256637573,0.9803865551948547,0.5375356078147888,0.684786856174469,-0.4143262207508087,0.9845678806304932
