frame,exercise_type,form_label,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
3,bridge,0,0.12757731974124908,0.6103943586349487,0.05093593895435333,0.999986469745636,0.11038726568222046,0.614207923412323,0.07573831081390381,0.9999624490737915,0.11025556921958923,0.6149464845657349,0.07564914226531982,0.9999443888664246,0.10999542474746704,0.6158066987991333,0.07559863477945328,0.9999615550041199,0.10959052294492722,0.6157516837120056,0.014675823040306568,0.999988853931427,0.10896436870098114,0.6176053881645203,0.014616367407143116,0.9999895095825195,0.10805804282426834,0.6198994517326355,0.014427801594138145,0.9999921917915344,0.1164269968867302,0.6289067268371582,0.19870902597904205,0.9999327063560486,0.11303593963384628,0.6332935094833374,-0.07730977982282639,0.9999932050704956,0.14781144261360168,0.6141000390052795,0.10148206353187561,0.9999122619628906,0.14658574759960175,0.6158559322357178,0.021228058263659477,0.9999821186065674,0.23574915528297424,0.6306182742118835,0.37995097041130066,0.9998031258583069,0.19560597836971283,0.6600675582885742,-0.2728675603866577,0.999999463558197,0.38774850964546204,0.6408766508102417,0.4559982120990753,0.04291849583387375,0.35299918055534363,0.678105890750885,-0.45885878801345825,0.9946320056915283,0.5284587740898132,0.6376858353614807,0.40650156140327454,0.07566753029823303,0.5096344351768494,0.6834407448768616,-0.588222861289978,0.9911065697669983,0.5704597234725952,0.6357865929603577,0.42618393898010254,0.07732531428337097,0.5633869767189026,0.6914060115814209,-0.6507655382156372,0.9833346605300903,0.5771997570991516,0.6353356838226318,0.3733074367046356,0.07570052891969681,0.5683014988899231,0.684749960899353,-0.6198614835739136,0.9815766215324402,0.5641804933547974,0.6372359395027161,0.3814220726490021,0.0795159861445427,0.5509380102157593,0.6795428991317749,-0.5747082829475403,0.9710264205932617,0.5054240822792053,0.6192809343338013,0.21128804981708527,0.9999194741249084,0.5040952563285828,0.6439545154571533,-0.21133974194526672,0.9999710321426392,0.6614681482315063,0.5423844456672668,0.20644555985927582,0.4762882888317108,0.6739610433578491,0.5627065896987915,-0.29978474974632263,0.9895449876785278,0.6765155792236328,0.6351444721221924,0.4115636646747589,0.5229136943817139,0.7067239880561829,0.6633142828941345,-0.1567920595407486,0.9922146797180176,0.655564546585083,0.6487718224525452,0.43132123351097107,0.6398531794548035,0.6936618089675903,0.683551013469696,-0.139585480093956,0.9834600687026978,0.7691889405250549,0.6527824401855469,0.4415162205696106,0.7034531831741333,0.817685604095459,0.6815599203109741,-0.1562805324792862,0.9902263283729553
4,bridge,0,0.1295311152935028,0.6104022860527039,0.046501751989126205,0.9999854564666748,0.11213871836662292,0.6141951084136963,0.0719829648733139,0.9999597072601318,0.11194472759962082,0.6149200797080994,0.07188961654901505,0.9999406933784485,0.11160272359848022,0.6157671213150024,0.07182107120752335,0.9999591112136841,0.11135406792163849,0.6157520413398743,0.01033279299736023,0.999987781047821,0.110713891685009,0.6176064610481262,0.010270520113408566,0.9999884963035583,0.1097838506102562,0.6199015378952026,0.01008652988821268,0.9999914169311523,0.11779879778623581,0.6287965178489685,0.19767947494983673,0.9999285340309143,0.11445848643779755,0.633297324180603,-0.08010021597146988,0.9999923706054688,0.14958618581295013,0.6140386462211609,0.09823092818260193,0.9999033212661743,0.14816628396511078,0.6157984137535095,0.017231188714504242,0.9999803304672241,0.23575574159622192,0.6307312846183777,0.38006535172462463,0.9997925758361816,0.19563135504722595,0.6600728631019592,-0.2755473554134369,0.999999463558197,0.387008398771286,0.6405007839202881,0.459162175655365,0.04240524768829346,0.3530057668685913,0.678334653377533,-0.4559829533100128,0.9946061372756958,0.5271164774894714,0.637069821357727,0.40709275007247925,0.07719436287879944,0.5098941326141357,0.683429479598999,-0.5804060101509094,0.991280198097229,0.5698229670524597,0.634597897529602,0.4282292425632477,0.07889294624328613,0.5634754300117493,0.6914581060409546,-0.6421453952789307,0.9836588501930237,0.5749529600143433,0.6296107172966003,0.37331071496009827,0.07722138613462448,0.5681207180023193,0.6848839521408081,-0.612251341342926,0.9819374680519104,0.5615724325180054,0.6323100924491882,0.3812970519065857,0.08109769225120544,0.5506471991539001,0.6796367168426514,-0.5673390626907349,0.9714868068695068,0.5076430439949036,0.6207320094108582,0.21018420159816742,0.9999182224273682,0.506086528301239,0.6464082598686218,-0.21023418009281158,0.9999700784683228,0.6612576246261597,0.5415818691253662,0.20009532570838928,0.4855939447879791,0.6724539399147034,0.5626384019851685,-0.2944328188896179,0.9899460077285767,0.6748552322387695,0.6351962685585022,0.40816593170166016,0.5330014824867249,0.7058220505714417,0.6628990769386292,-0.15124624967575073,0.9925245046615601,0.6571624875068665,0.6494173407554626,0.42682236433029175,0.6467784643173218,0.6938758492469788,0.6835395097732544,-0.13514463603496552,0.9839915633201599,0.7692211866378784,0.6527562141418457,0.43644410371780396,0.7108964920043945,0.8201422691345215,0.6815602779388428,-0.15224243700504303,0.9906551241874695
5,bridge,0,0.130659818649292,0.6104016900062561,0.053529538214206696,0.9999842047691345,0.11310721188783646,0.6141974329948425,0.07914724200963974,0.9999567866325378,0.1128632202744484,0.614922285079956,0.07903490960597992,0.9999364018440247,0.11246480792760849,0.6157718896865845,0.07894153892993927,0.9999566078186035,0.11239991337060928,0.6157633662223816,0.016843166202306747,0.9999865889549255,0.11175871640443802,0.61762535572052,0.016776226460933685,0.9999872446060181,0.1108250766992569,0.6199324131011963,0.01658642664551735,0.9999904632568359,0.11878020316362381,0.628811776638031,0.20557597279548645,0.9999244213104248,0.11565865576267242,0.6333087086677551,-0.07320536673069,0.9999913573265076,0.1507052630186081,0.6139733195304871,0.10564788430929184,0.9998927116394043,0.1494116336107254,0.6157276034355164,0.024272331967949867,0.9999780654907227,0.23570217192173004,0.6308175921440125,0.39312589168548584,0.9997789859771729,0.19566991925239563,0.6600731015205383,-0.26800984144210815,0.9999994039535522,0.3850199580192566,0.6410632133483887,0.4773653447628021,0.04120643436908722,0.3527519702911377,0.678408145904541,-0.4504089653491974,0.9944283366203308,0.5228222012519836,0.6319024562835693,0.42634522914886475,0.077433280646801,0.5103217959403992,0.6832335591316223,-0.5805745720863342,0.9913259744644165,0.5648568272590637,0.6282761096954346,0.44916167855262756,0.07950756698846817,0.5630179643630981,0.6914854049682617,-0.6435913443565369,0.983780026435852,0.5684956908226013,0.6254052519798279,0.3921456038951874,0.07774126529693604,0.5678099989891052,0.6848983764648438,-0.613001823425293,0.9820764064788818,0.5542536973953247,0.6285480856895447,0.39969131350517273,0.08169926702976227,0.5505107641220093,0.6796941161155701,-0.5676727890968323,0.9716586470603943,0.5090834498405457,0.6224536895751953,0.20891179144382477,0.9999161958694458,0.5076433420181274,0.6479037404060364,-0.2089504450559616,0.9999681115150452,0.6567128896713257,0.5415425300598145,0.1792377233505249,0.4881714880466461,0.666324257850647,0.561991274356842,-0.2773011028766632,0.9900894165039062,0.6763225793838501,0.6356337070465088,0.37904757261276245,0.5381342172622681,0.705722987651825,0.6622182130813599,-0.13259725272655487,0.9928216338157654,0.6639373898506165,0.6508702635765076,0.3971034288406372,0.6507396697998047,0.6941210627555847,0.6835355162620544,-0.11615404486656189,0.9845606088638306,0.7716087698936462,0.6526349782943726,0.3987443447113037,0.714273989200592,0.8213536143302917,0.6816620230674744,-0.1413266956806183,0.9910293817520142
6,bridge,0,0.13139092922210693,0.6103916168212891,0.06061965972185135,0.9999827146530151,0.11374804377555847,0.6141631603240967,0.08628857880830765,0.9999533891677856,0.11349448561668396,0.6148808598518372,0.08616495132446289,0.999931812286377,0.11308588832616806,0.6157271862030029,0.08606810867786407,0.9999538660049438,0.11308977752923965,0.6157504916191101,0.0247233584523201,0.9999849796295166,0.11246184259653091,0.6176172494888306,0.02466166764497757,0.9999856352806091,0.11154691129922867,0.6199280619621277,0.024487989023327827,0.9999892711639404,0.11947564780712128,0.6287311911582947,0.2099791318178177,0.9999198317527771,0.11637242138385773,0.6333006620407104,-0.06523987650871277,0.999989926815033,0.1514451801776886,0.6139008402824402,0.11131039261817932,0.9998779296875,0.1502171754837036,0.615655243396759,0.030922451987862587,0.9999747276306152,0.2357386201620102,0.6311495304107666,0.3927944302558899,0.9997597336769104,0.1956840604543686,0.6600732207298279,-0.264925479888916,0.9999992847442627,0.38395383954048157,0.6427335143089294,0.4733976721763611,0.04045765846967697,0.3521726429462433,0.6788017749786377,-0.4477342963218689,0.994259238243103,0.5169598460197449,0.6345694065093994,0.4244106411933899,0.07814006507396698,0.5104659199714661,0.6830308437347412,-0.5661608576774597,0.9913081526756287,0.5622711777687073,0.6308370232582092,0.44551804661750793,0.0803825631737709,0.5628201365470886,0.6914910674095154,-0.6313395500183105,0.9837793111801147,0.5673336982727051,0.6276077628135681,0.39062508940696716,0.07854224741458893,0.5675812363624573,0.6848886013031006,-0.5969468951225281,0.9820859432220459,0.5527809858322144,0.6308268904685974,0.39859357476234436,0.08259456604719162,0.5503263473510742,0.6797249913215637,-0.5520550608634949,0.9716310501098633,0.5107011795043945,0.6259456872940063,0.20842880010604858,0.9999132752418518,0.5078889727592468,0.6506076455116272,-0.20845450460910797,0.9999653100967407,0.6523116230964661,0.5416662096977234,0.17617475986480713,0.49174612760543823,0.6599749326705933,0.5616499781608582,-0.2511572241783142,0.9901190996170044,0.6764001250267029,0.6369397640228271,0.36124032735824585,0.5457815527915955,0.7052034139633179,0.6622285842895508,-0.10520023107528687,0.99299556016922,0.6657417416572571,0.6520707011222839,0.37777888774871826,0.6557753086090088,0.6940833330154419,0.6840984225273132,-0.08841124176979065,0.9848212003707886,0.7741056084632874,0.6525896787643433,0.37412506341934204,0.7191867232322693,0.8217347860336304,0.6817047595977783,-0.11475598067045212,0.9912636280059814
23,bridge,0,0.13132807612419128,0.6142796874046326,0.14871332049369812,0.9999640583992004,0.11308661103248596,0.6182447075843811,0.17498451471328735,0.9999097585678101,0.11285741627216339,0.6189391613006592,0.1748979240655899,0.9998692274093628,0.11248869448900223,0.6198638677597046,0.17486520111560822,0.999916136264801,0.11222276836633682,0.6200390458106995,0.11804413795471191,0.9999691247940063,0.11132454127073288,0.6220277547836304,0.11799037456512451,0.9999697804450989,0.11026253551244736,0.6244325041770935,0.11782144010066986,0.9999780654907227,0.1167999878525734,0.6334525346755981,0.29947635531425476,0.9998454451560974,0.1144096702337265,0.6378488540649414,0.03919053077697754,0.9999743700027466,0.15133517980575562,0.6175937652587891,0.19979342818260193,0.9997581243515015,0.15015216171741486,0.6192861795425415,0.1243666484951973,0.9999509453773499,0.2332410216331482,0.6340648531913757,0.4368463456630707,0.9996406435966492,0.19487591087818146,0.660704493522644,-0.13715600967407227,0.9999982714653015,0.3879520297050476,0.6430847644805908,0.5106034874916077,0.05294891074299812,0.3518262803554535,0.6790956258773804,-0.2906859517097473,0.9946838021278381,0.5207316875457764,0.6429151296615601,0.43306559324264526,0.11776532232761383,0.5078235864639282,0.6860925555229187,-0.4067646861076355,0.9929330945014954,0.5605354905128479,0.6430494785308838,0.4284462630748749,0.12041249871253967,0.5577902793884277,0.692354142665863,-0.45836660265922546,0.9860056638717651,0.5622032880783081,0.6433269381523132,0.38807758688926697,0.1179901733994484,0.5609199404716492,0.6857846975326538,-0.43635621666908264,0.9845117926597595,0.5440599918365479,0.6435225605964661,0.41078081727027893,0.12035196274518967,0.5450955629348755,0.6815178394317627,-0.39508455991744995,0.9753518104553223,0.47201165556907654,0.5931330919265747,0.19706428050994873,0.9999098181724548,0.46648943424224854,0.6113750338554382,-0.19695644080638885,0.9999575614929199,0.6851572394371033,0.5413359999656677,0.15546539425849915,0.5739110708236694,0.6901383399963379,0.5633800625801086,-0.34431901574134827,0.9895195960998535,0.698453962802887,0.6398245692253113,0.392019659280777,0.6150689125061035,0.7093902826309204,0.6645335555076599,-0.2162376195192337,0.9937012195587158,0.6811553835868835,0.6449352502822876,0.41425198316574097,0.7121464610099792,0.6943411231040955,0.6839597225189209,-0.1991577297449112,0.9860771298408508,0.7826670408248901,0.6495691537857056,0.4168243408203125,0.7651277780532837,0.8221059441566467,0.6838985681533813,-0.22196994721889496,0.9922962784767151
24,bridge,0,0.1322433054447174,0.6147779226303101,0.12515564262866974,0.9999670386314392,0.11442015320062637,0.6186606287956238,0.1500004678964615,0.9999168515205383,0.11417455971240997,0.6193340420722961,0.14991898834705353,0.9998795986175537,0.11377590149641037,0.6202248930931091,0.14987905323505402,0.9999221563339233,0.11311887204647064,0.6204068064689636,0.09071653336286545,0.9999716877937317,0.11193054914474487,0.6224281787872314,0.09067241102457047,0.9999723434448242,0.11071140319108963,0.6248171329498291,0.09050531685352325,0.9999799132347107,0.11799488961696625,0.6336991786956787,0.2760768532752991,0.999857485294342,0.1149345189332962,0.6382144689559937,0.004959005396813154,0.9999767541885376,0.15286485850811005,0.6181373000144958,0.17747843265533447,0.9997793436050415,0.15090151131153107,0.6197609305381775,0.09905838966369629,0.9999551773071289,0.23322635889053345,0.6354013681411743,0.4279921054840088,0.9996678233146667,0.19477726519107819,0.6613724231719971,-0.1717275232076645,0.9999984502792358,0.38773658871650696,0.6431059837341309,0.51197350025177,0.05710779130458832,0.35215234756469727,0.678817093372345,-0.3298424184322357,0.9949904084205627,0.520287811756134,0.6424780488014221,0.43414580821990967,0.12541818618774414,0.5071630477905273,0.6860764622688293,-0.4523131549358368,0.9933615326881409,0.5584469437599182,0.6427597999572754,0.43543410301208496,0.12753386795520782,0.5552554130554199,0.6913855671882629,-0.5068411231040955,0.9866849184036255,0.5604282021522522,0.6428380012512207,0.39016231894493103,0.1248704344034195,0.5583757758140564,0.6857391595840454,-0.4852907955646515,0.9852350354194641,0.5439521670341492,0.6434218883514404,0.4111945331096649,0.1265864074230194,0.5431878566741943,0.6816880106925964,-0.4410761892795563,0.9763894081115723,0.46155408024787903,0.588372528553009,0.19817937910556793,0.9999147057533264,0.45674848556518555,0.6069687008857727,-0.19800308346748352,0.9999608993530273,0.6814730167388916,0.5416874885559082,0.15623387694358826,0.5760712623596191,0.6879009008407593,0.563342273235321,-0.36434680223464966,0.9899855852127075,0.6982414126396179,0.6390491724014282,0.3912678360939026,0.6264423131942749,0.7086334824562073,0.664569616317749,-0.2286709100008011,0.9938035607337952,0.6785581707954407,0.6454867124557495,0.41281089186668396,0.7215211987495422,0.6920890808105469,0.6838396191596985,-0.21188324689865112,0.9862442016601562,0.7813338041305542,0.6501068472862244,0.4129190444946289,0.7739397883415222,0.821438193321228,0.6833015084266663,-0.23990638554096222,0.9923508763313293
25,bridge,0,0.13221512734889984,0.6147837042808533,0.11906111240386963,0.999969482421875,0.11434493213891983,0.6186726093292236,0.14433841407299042,0.9999225735664368,0.11411567032337189,0.6193334460258484,0.14426001906394958,0.9998883008956909,0.11375083774328232,0.6202087998390198,0.14422465860843658,0.9999268054962158,0.11305493116378784,0.620380699634552,0.08354905992746353,0.9999738335609436,0.11188292503356934,0.6223912835121155,0.08352291584014893,0.9999745488166809,0.11067430675029755,0.6247999668121338,0.08337738364934921,0.9999814033508301,0.11800240725278854,0.6337382793426514,0.2734454274177551,0.9998674392700195,0.11488893628120422,0.6382970213890076,-0.004744460340589285,0.9999788403511047,0.15337766706943512,0.6180546879768372,0.1727200448513031,0.9997978806495667,0.15101037919521332,0.6197046637535095,0.09240272641181946,0.9999586939811707,0.2326962798833847,0.6368775963783264,0.4279259443283081,0.999687671661377,0.1947300285100937,0.6619460582733154,-0.18297424912452698,0.9999985694885254,0.38768041133880615,0.6422656178474426,0.5108038187026978,0.0644884780049324,0.35256391763687134,0.6786916851997375,-0.33957135677337646,0.9952832460403442,0.5172750949859619,0.6411017775535583,0.43430095911026,0.1393558830022812,0.5070860981941223,0.6860772371292114,-0.464821457862854,0.9938063025474548,0.5557832717895508,0.6420803070068359,0.438490092754364,0.14018163084983826,0.5552886724472046,0.6912243366241455,-0.5199654698371887,0.9874373078346252,0.5582272410392761,0.6425889730453491,0.3912886679172516,0.13740892708301544,0.5583576560020447,0.6860133409500122,-0.49834203720092773,0.9860529899597168,0.5422225594520569,0.6428601741790771,0.41079843044281006,0.13762329518795013,0.5424980521202087,0.68258136510849,-0.4537603259086609,0.9775809049606323,0.4550272822380066,0.5853757858276367,0.2008434385061264,0.9999169707298279,0.4522034823894501,0.6040228009223938,-0.20059335231781006,0.9999630451202393,0.6794125437736511,0.5417014360427856,0.14789007604122162,0.579931914806366,0.6867358088493347,0.5623104572296143,-0.3546622693538666,0.9904534220695496,0.6952157616615295,0.6387673616409302,0.36787164211273193,0.6404508948326111,0.705715000629425,0.665162205696106,-0.1967083364725113,0.9939450621604919,0.6769049167633057,0.6465723514556885,0.38852471113204956,0.7336707711219788,0.6880828142166138,0.6843917369842529,-0.17809318006038666,0.9866029620170593,0.7805743217468262,0.6504425406455994,0.38323500752449036,0.7840055823326111,0.8201874494552612,0.6821941137313843,-0.20510658621788025,0.9924536347389221
26,bridge,0,0.13002057373523712,0.6149085760116577,0.11357390135526657,0.9999717473983765,0.11231029033660889,0.6191681027412415,0.13819283246994019,0.9999281764030457,0.11221715062856674,0.6198781728744507,0.13810071349143982,0.9998968839645386,0.11203507333993912,0.6207782626152039,0.1380516141653061,0.9999313950538635,0.1106538325548172,0.620750904083252,0.07851284742355347,0.999975860118866,0.10952028632164001,0.6226728558540344,0.07847519218921661,0.999976634979248,0.10822229087352753,0.6249915361404419,0.07827772945165634,0.9999828338623047,0.11704882234334946,0.6342864036560059,0.26632899045944214,0.9998772144317627,0.11321017891168594,0.6385583281517029,-0.010664786212146282,0.9999808073043823,0.15217259526252747,0.6179928183555603,0.16591639816761017,0.9998152256011963,0.14906342327594757,0.6196578145027161,0.08594340085983276,0.9999619722366333,0.23185518383979797,0.6379408240318298,0.4257104694843292,0.9997057914733887,0.19467967748641968,0.6623496413230896,-0.19081884622573853,0.9999986886978149,0.38695278763771057,0.6416935920715332,0.5176876783370972,0.07778408378362656,0.3526346981525421,0.6784762740135193,-0.348508358001709,0.9955867528915405,0.5122843980789185,0.639819324016571,0.45086830854415894,0.16070617735385895,0.5072619318962097,0.6860881447792053,-0.4755556881427765,0.9942682385444641,0.5510870218276978,0.6402466297149658,0.4591403901576996,0.1590108871459961,0.5553537011146545,0.691108763217926,-0.5310074090957642,0.9882431626319885,0.5545256733894348,0.6418033242225647,0.40957537293434143,0.15623149275779724,0.5583992600440979,0.686194658279419,-0.5097477436065674,0.9869337677955627,0.5380621552467346,0.6414836645126343,0.42614156007766724,0.15419922769069672,0.542559802532196,0.6832377910614014,-0.46462786197662354,0.9788925647735596,0.45292195677757263,0.5811898112297058,0.2033315747976303,0.9999189972877502,0.45075976848602295,0.5994123816490173,-0.2030552625656128,0.9999648332595825,0.6787185072898865,0.5410736203193665,0.1314391940832138,0.588455855846405,0.6858435869216919,0.5612648725509644,-0.3514340817928314,0.990885317325592,0.6938735246658325,0.6369630098342896,0.3482534885406494,0.6551224589347839,0.7048525214195251,0.6657609343528748,-0.1753683239221573,0.9939773678779602,0.6749376058578491,0.6470589637756348,0.36919891834259033,0.7455127835273743,0.6870964765548706,0.6842030882835388,-0.15046018362045288,0.9866093397140503,0.7776930928230286,0.6502841114997864,0.3644620478153229,0.7940477728843689,0.8194962739944458,0.6809183955192566,-0.18422812223434448,0.992407500743866
27,bridge,0,0.1288234293460846,0.6149729490280151,0.11152322590351105,0.9999727606773376,0.11128650605678558,0.6191680431365967,0.13734225928783417,0.9999313950538635,0.11125441640615463,0.6198915243148804,0.13726110756397247,0.9999023675918579,0.11108057200908661,0.6208095550537109,0.13724146783351898,0.999933123588562,0.1094646230340004,0.6207451820373535,0.07536846399307251,0.9999769926071167,0.10818881541490555,0.6226629018783569,0.0753246396780014,0.9999780058860779,0.10683059692382812,0.6249659061431885,0.07516638934612274,0.9999836087226868,0.11610203236341476,0.6345446705818176,0.2746284306049347,0.9998825788497925,0.11185146868228912,0.6387297511100769,-0.014346134848892689,0.9999823570251465,0.1512002795934677,0.6179859042167664,0.16723769903182983,0.9998270869255066,0.1482442319393158,0.6196370720863342,0.0842512920498848,0.9999638199806213,0.23195664584636688,0.6397502422332764,0.4345276951789856,0.9997162818908691,0.1946927160024643,0.6627112030982971,-0.19100727140903473,0.9999988079071045,0.3873114585876465,0.6423160433769226,0.5159116983413696,0.09162082523107529,0.352801650762558,0.6782106161117554,-0.3522394299507141,0.9958158731460571,0.5116068124771118,0.6397964358329773,0.4460655450820923,0.17990989983081818,0.5077236890792847,0.6862390637397766,-0.4785849153995514,0.9946318864822388,0.550757884979248,0.6402323842048645,0.45253822207450867,0.1757647693157196,0.5549048781394958,0.691155195236206,-0.5355977416038513,0.9888277649879456,0.5539389848709106,0.6420363187789917,0.403615266084671,0.1730077564716339,0.5583091974258423,0.6864750385284424,-0.5149815082550049,0.9875714182853699,0.5377714037895203,0.6417120695114136,0.4206644892692566,0.16904564201831818,0.5423080921173096,0.6837575435638428,-0.4684636890888214,0.979777455329895,0.44757944345474243,0.5772167444229126,0.20938533544540405,0.9999212026596069,0.4456602931022644,0.5954908132553101,-0.20912985503673553,0.9999664425849915,0.6781409382820129,0.5383147597312927,0.1278395652770996,0.6022738814353943,0.6854057312011719,0.5587902665138245,-0.3659001588821411,0.9913969039916992,0.6934847831726074,0.637000322341919,0.32541757822036743,0.678490936756134,0.7027984261512756,0.6658076643943787,-0.1748293787240982,0.9942197799682617,0.6776490807533264,0.6464170813560486,0.3432706594467163,0.7628008723258972,0.685041606426239,0.6840084195137024,-0.15170177817344666,0.9869053363800049,0.7761017680168152,0.6459367275238037,0.3222459852695465,0.8089500069618225,0.8165144324302673,0.6809194684028625,-0.1895637959241867,0.992676854133606
28,bridge,0,0.12708081305027008,0.6149519681930542,0.1401442140340805,0.9999735355377197,0.10959070175886154,0.6191080808639526,0.16679836809635162,0.9999345541000366,0.10974440723657608,0.619835376739502,0.16672615706920624,0.9999079704284668,0.10977990925312042,0.620773434638977,0.16672924160957336,0.9999352097511292,0.10775619000196457,0.6206488609313965,0.10273531824350357,0.9999780058860779,0.10652921348810196,0.6225507855415344,0.10266935080289841,0.9999792575836182,0.10506022721529007,0.6248438954353333,0.10257893800735474,0.9999842643737793,0.11533091962337494,0.6344860792160034,0.3022800385951996,0.9998887777328491,0.11039434373378754,0.6387091279029846,0.0077515640296041965,0.9999837875366211,0.1497124880552292,0.6179629564285278,0.1962386965751648,0.9998378753662109,0.14660152792930603,0.6196107864379883,0.11152360588312149,0.999965250492096,0.2323257029056549,0.6408052444458008,0.45725709199905396,0.9997279047966003,0.1944846659898758,0.6626882553100586,-0.16893194615840912,0.999998927116394,0.3872486650943756,0.6442844271659851,0.5365155339241028,0.11580588668584824,0.35260313749313354,0.6775020956993103,-0.3155805468559265,0.9960640072822571,0.509057343006134,0.6398928761482239,0.4683467149734497,0.2086520493030548,0.5076209306716919,0.6862066388130188,-0.437887579202652,0.9949986338615417,0.5490584969520569,0.6402696371078491,0.4759421944618225,0.1993020623922348,0.55348801612854,0.691035807132721,-0.48817044496536255,0.9894011616706848,0.5526904463768005,0.6425254940986633,0.4257071912288666,0.1965985745191574,0.5574729442596436,0.6864734888076782,-0.46432507038116455,0.9882038831710815,0.5359861254692078,0.6419912576675415,0.44200149178504944,0.1904466152191162,0.541018545627594,0.6837485432624817,-0.42537879943847656,0.9806744456291199,0.4415464699268341,0.5735304355621338,0.21084825694561005,0.9999247789382935,0.4394053816795349,0.5906570553779602,-0.21057382225990295,0.9999684691429138,0.677686870098114,0.5372864007949829,0.1251036524772644,0.6176427006721497,0.6852062344551086,0.5575198531150818,-0.3652906119823456,0.9919478893280029,0.6920516490936279,0.6389715075492859,0.31705302000045776,0.7003505229949951,0.7007182836532593,0.6657987236976624,-0.1924440860748291,0.9945120215415955,0.6615524291992188,0.6545833349227905,0.33430999517440796,0.7783059477806091,0.6836803555488586,0.6838535666465759,-0.17227277159690857,0.9872960448265076,0.7761712074279785,0.6468715667724609,0.3041500151157379,0.8224736452102661,0.8164769411087036,0.6813442707061768,-0.2227037250995636,0.9929936528205872
